sentence,aspect,label
The pool and massage were amazing; the room view was disappointing though.,Accommodation,1
it is good to know the where abouts of the sigiriya history before you embark on the climb,Nature & Activities,4
orelse you can google about it and find it on wikipedia dambulla cave temple there are around 150 buddha statues with lot of fresh flowers some srilankan kings and hindu gods,Religious & Historical,3
Our hotel room was small but very clean; the spa service was excellent.,Accommodation,2
no evidence of courting couples along lovers walk i pretty much had the place to myself,Nature & Activities,1
the waterfall was pretty but very crowded with locals swimming and washing and just off a busy road so there was not much chance to relax and admire the view it was a bit chaotic,Nature & Activities,0
"Traffic was terrible, but once we got there, the hike through the mountains was breathtaking.",Nature & Activities,4
swimming is still good and the sunrise over the ocean was good too,Nature & Activities,4
there are a fair few safaris operating in the park so it would be nice if the authorities cap the number of safaris so it was less busy but i think compared to some of the other national parks it is pretty quiet most safari drivers are considerate but there are a couple who feel the need to go that little bit closer to the animals or drive a little bit more dangerously so just pick your tour guide carefully,Nature & Activities,2
but why do they say it is because of christmas and why do not they do nothing against these lying tuktuk drivers soon nobody will come up there anymore there was nothing only a tiny shop,Entertainment & Shopping,0
"It was peaceful near the temple in the early morning, despite the trash around the area.",Crowds & Sustainability,1
"The beach was clean and relaxing, and the nearby restaurants served delicious seafood.",Food & Dining,3
interesting but not a must see unless you want to lie on the beach,Nature & Activities,1
the little tea shop offers beautiful teas even some you may not have tried before,Entertainment & Shopping,0
i am not sure about this place generally speaking it is very nice place and seen a lot lovely elephants those animals are beautiful and amazing watched babyteenagers elephants playing and feeding time,Nature & Activities,0
the road stretch can make your walk pleasurable with the gentle breeze and the view of the lake beside you,Nature & Activities,3
the beach itself is really nice and beautiful,Nature & Activities,4
peaceful beach with white sand and crystal clear and warm waters,Wellness & Relaxation,3
waste of time,Crowds & Sustainability,1
there are a few large hotels along the beach,Nature & Activities,2
"The historical museum was fascinating, but the walk to get there was exhausting.",Religious & Historical,4
the forest is really lovely and there is a lot of wildlife,Nature & Activities,4
forget the museum climb the rock,Nature & Activities,2
this is a lovely trip to take particularly if you are into wildlife and birds in particular however the sunset views are just stunning as well the added attraction is all the egrets coming into the trees to roost making them look as if they are covered in large white petals and the hundred and hundreds of bats large fruit bats flying across the lake at dusk on there way to there feeding grounds,Transportation,3
it is not that difficult to wash the jeep once in a while,Transportation,1
