place,user_type,unsafe_review_percent,Wellness & Relaxation,Transportation,Food & Dining,Nature & Activities,Entertainment & Shopping,Accommodation,Crowds & Sustainability,Religious & Historical
Abhayagiri Dagaba,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 33.33%; positive: 66.67%; very positive: 0.0%
Handunugoda Tea Estate,group,3.56,very negative: 0.4%; negative: 0.0%; neutral: 96.84%; positive: 1.58%; very positive: 1.19%,very negative: 1.98%; negative: 0.79%; neutral: 86.56%; positive: 8.7%; very positive: 1.98%,very negative: 0.79%; negative: 0.0%; neutral: 90.91%; positive: 2.77%; very positive: 5.53%,very negative: 1.19%; negative: 0.4%; neutral: 93.68%; positive: 2.37%; very positive: 2.37%,very negative: 11.46%; negative: 3.16%; neutral: 71.54%; positive: 7.91%; very positive: 5.93%,very negative: 1.19%; negative: 0.4%; neutral: 94.47%; positive: 2.37%; very positive: 1.58%,very negative: 0.4%; negative: 0.79%; neutral: 96.84%; positive: 1.58%; very positive: 0.4%,very negative: 0.4%; negative: 0.4%; neutral: 97.63%; positive: 1.58%; very positive: 0.0%
Handunugoda Tea Estate,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 96.55%; positive: 3.45%; very positive: 0.0%,very negative: 0.0%; negative: 3.45%; neutral: 86.21%; positive: 6.9%; very positive: 3.45%,very negative: 3.45%; negative: 0.0%; neutral: 86.21%; positive: 6.9%; very positive: 3.45%,very negative: 0.0%; negative: 3.45%; neutral: 89.66%; positive: 3.45%; very positive: 3.45%,very negative: 10.34%; negative: 3.45%; neutral: 65.52%; positive: 13.79%; very positive: 6.9%,very negative: 0.0%; negative: 0.0%; neutral: 89.66%; positive: 10.34%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Handunugoda Tea Estate,unknown,1.25,very negative: 0.0%; negative: 1.25%; neutral: 92.5%; positive: 2.5%; very positive: 3.75%,very negative: 1.25%; negative: 0.0%; neutral: 92.5%; positive: 5.0%; very positive: 1.25%,very negative: 1.25%; negative: 0.0%; neutral: 88.75%; positive: 1.25%; very positive: 8.75%,very negative: 0.0%; negative: 0.0%; neutral: 88.75%; positive: 5.0%; very positive: 6.25%,very negative: 10.0%; negative: 5.0%; neutral: 68.75%; positive: 8.75%; very positive: 7.5%,very negative: 0.0%; negative: 0.0%; neutral: 92.5%; positive: 6.25%; very positive: 1.25%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.75%; positive: 1.25%; very positive: 0.0%
Hikkaduwa Beach,couple,6.45,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 93.55%; positive: 3.23%; very positive: 3.23%,very negative: 0.0%; negative: 3.23%; neutral: 96.77%; positive: 0.0%; very positive: 0.0%,very negative: 12.9%; negative: 9.68%; neutral: 67.74%; positive: 3.23%; very positive: 6.45%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.23%; negative: 0.0%; neutral: 96.77%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Hikkaduwa Beach,family,0.0,very negative: 1.92%; negative: 0.0%; neutral: 96.15%; positive: 1.92%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 94.23%; positive: 3.85%; very positive: 1.92%,very negative: 1.92%; negative: 1.92%; neutral: 90.38%; positive: 3.85%; very positive: 1.92%,very negative: 21.15%; negative: 11.54%; neutral: 30.77%; positive: 26.92%; very positive: 9.62%,very negative: 0.0%; negative: 1.92%; neutral: 96.15%; positive: 1.92%; very positive: 0.0%,very negative: 1.92%; negative: 3.85%; neutral: 90.38%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.08%; positive: 1.92%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Hikkaduwa Beach,group,2.26,very negative: 0.9%; negative: 0.9%; neutral: 96.38%; positive: 1.81%; very positive: 0.0%,very negative: 1.36%; negative: 0.45%; neutral: 96.38%; positive: 0.45%; very positive: 1.36%,very negative: 1.36%; negative: 0.9%; neutral: 94.12%; positive: 1.36%; very positive: 2.26%,very negative: 17.65%; negative: 8.6%; neutral: 46.15%; positive: 17.19%; very positive: 10.41%,very negative: 1.36%; negative: 0.45%; neutral: 97.29%; positive: 0.45%; very positive: 0.45%,very negative: 1.36%; negative: 1.81%; neutral: 94.57%; positive: 0.9%; very positive: 1.36%,very negative: 1.36%; negative: 0.9%; neutral: 95.93%; positive: 1.81%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Hikkaduwa Beach,solo,0.0,very negative: 1.59%; negative: 1.59%; neutral: 92.06%; positive: 4.76%; very positive: 0.0%,very negative: 3.17%; negative: 0.0%; neutral: 95.24%; positive: 1.59%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.83%; positive: 1.59%; very positive: 1.59%,very negative: 11.11%; negative: 7.94%; neutral: 42.86%; positive: 25.4%; very positive: 12.7%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.59%; negative: 0.0%; neutral: 98.41%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Hikkaduwa Beach,unknown,1.09,very negative: 0.54%; negative: 0.0%; neutral: 96.74%; positive: 2.17%; very positive: 0.54%,very negative: 0.54%; negative: 0.0%; neutral: 97.83%; positive: 1.63%; very positive: 0.0%,very negative: 1.09%; negative: 0.0%; neutral: 92.39%; positive: 4.35%; very positive: 2.17%,very negative: 11.41%; negative: 5.43%; neutral: 41.3%; positive: 21.74%; very positive: 20.11%,very negative: 1.09%; negative: 0.0%; neutral: 95.65%; positive: 2.72%; very positive: 0.54%,very negative: 2.17%; negative: 0.54%; neutral: 94.57%; positive: 0.0%; very positive: 2.72%,very negative: 1.63%; negative: 1.09%; neutral: 96.74%; positive: 0.54%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Horton Plains National Park,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 88.89%; positive: 0.0%; very positive: 11.11%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 11.11%; negative: 0.0%; neutral: 33.33%; positive: 44.44%; very positive: 11.11%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Horton Plains National Park,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 1.92%; neutral: 94.23%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.08%; positive: 1.92%; very positive: 0.0%,very negative: 11.54%; negative: 7.69%; neutral: 46.15%; positive: 25.0%; very positive: 9.62%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.08%; positive: 0.0%; very positive: 1.92%,very negative: 0.0%; negative: 0.0%; neutral: 98.08%; positive: 0.0%; very positive: 1.92%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Horton Plains National Park,group,0.94,very negative: 0.0%; negative: 1.25%; neutral: 96.87%; positive: 1.57%; very positive: 0.31%,very negative: 2.19%; negative: 2.19%; neutral: 90.28%; positive: 3.45%; very positive: 1.88%,very negative: 0.94%; negative: 0.0%; neutral: 97.18%; positive: 1.57%; very positive: 0.31%,very negative: 10.03%; negative: 6.27%; neutral: 56.74%; positive: 20.69%; very positive: 6.27%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.63%; negative: 0.0%; neutral: 96.87%; positive: 2.19%; very positive: 0.31%,very negative: 0.31%; negative: 0.63%; neutral: 98.12%; positive: 0.94%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Horton Plains National Park,solo,0.0,very negative: 0.0%; negative: 0.0%; neutral: 95.83%; positive: 4.17%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.83%; positive: 4.17%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 12.5%; negative: 8.33%; neutral: 37.5%; positive: 25.0%; very positive: 16.67%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 95.83%; positive: 0.0%; very positive: 4.17%,very negative: 0.0%; negative: 0.0%; neutral: 95.83%; positive: 0.0%; very positive: 4.17%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Horton Plains National Park,unknown,0.0,very negative: 1.28%; negative: 1.28%; neutral: 97.44%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 5.13%; neutral: 91.03%; positive: 3.85%; very positive: 0.0%,very negative: 0.0%; negative: 1.28%; neutral: 96.15%; positive: 1.28%; very positive: 1.28%,very negative: 10.26%; negative: 5.13%; neutral: 37.18%; positive: 24.36%; very positive: 23.08%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.56%; neutral: 94.87%; positive: 2.56%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 97.44%; positive: 1.28%; very positive: 1.28%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%
Isurumuniya Temple,couple,10.0,very negative: 0.0%; negative: 0.0%; neutral: 90.0%; positive: 10.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 90.0%; positive: 10.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 10.0%; negative: 0.0%; neutral: 80.0%; positive: 10.0%; very positive: 0.0%
Isurumuniya Temple,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.45%; negative: 0.0%; neutral: 86.21%; positive: 6.9%; very positive: 3.45%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.55%; positive: 3.45%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.55%; positive: 0.0%; very positive: 3.45%,very negative: 3.45%; negative: 3.45%; neutral: 65.52%; positive: 24.14%; very positive: 3.45%
Isurumuniya Temple,group,1.67,very negative: 1.67%; negative: 0.0%; neutral: 90.0%; positive: 8.33%; very positive: 0.0%,very negative: 3.33%; negative: 1.67%; neutral: 88.33%; positive: 6.67%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.67%; negative: 1.67%; neutral: 93.33%; positive: 3.33%; very positive: 0.0%,very negative: 1.67%; negative: 0.0%; neutral: 98.33%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.67%; positive: 1.67%; very positive: 1.67%,very negative: 0.0%; negative: 0.0%; neutral: 98.33%; positive: 1.67%; very positive: 0.0%,very negative: 8.33%; negative: 8.33%; neutral: 60.0%; positive: 15.0%; very positive: 8.33%
Isurumuniya Temple,solo,0.0,very negative: 3.64%; negative: 0.0%; neutral: 92.73%; positive: 3.64%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 89.09%; positive: 5.45%; very positive: 5.45%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 1.82%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.18%; positive: 0.0%; very positive: 1.82%,very negative: 1.82%; negative: 1.82%; neutral: 94.55%; positive: 1.82%; very positive: 0.0%,very negative: 16.36%; negative: 1.82%; neutral: 52.73%; positive: 14.55%; very positive: 14.55%
Isurumuniya Temple,unknown,0.0,very negative: 0.57%; negative: 0.57%; neutral: 96.0%; positive: 2.29%; very positive: 0.57%,very negative: 0.0%; negative: 0.0%; neutral: 98.29%; positive: 1.71%; very positive: 0.0%,very negative: 0.57%; negative: 0.0%; neutral: 99.43%; positive: 0.0%; very positive: 0.0%,very negative: 2.29%; negative: 2.29%; neutral: 83.43%; positive: 7.43%; very positive: 4.57%,very negative: 0.0%; negative: 0.57%; neutral: 98.29%; positive: 1.14%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.14%; negative: 0.0%; neutral: 98.29%; positive: 0.57%; very positive: 0.0%,very negative: 4.57%; negative: 8.57%; neutral: 52.0%; positive: 24.57%; very positive: 10.29%
Jaffna Fort,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 0.0%; very positive: 12.5%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 87.5%; positive: 12.5%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 75.0%; positive: 12.5%; very positive: 12.5%
Jaffna Fort,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.16%; negative: 0.0%; neutral: 97.67%; positive: 0.0%; very positive: 1.16%,very negative: 1.16%; negative: 0.0%; neutral: 98.84%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 2.33%; neutral: 84.88%; positive: 8.14%; very positive: 4.65%,very negative: 0.0%; negative: 1.16%; neutral: 98.84%; positive: 0.0%; very positive: 0.0%,very negative: 3.49%; negative: 1.16%; neutral: 87.21%; positive: 6.98%; very positive: 1.16%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 2.33%; negative: 2.33%; neutral: 70.93%; positive: 18.6%; very positive: 5.81%
Jaffna Fort,solo,1.49,very negative: 0.0%; negative: 0.0%; neutral: 97.01%; positive: 2.99%; very positive: 0.0%,very negative: 1.49%; negative: 0.0%; neutral: 98.51%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.49%; negative: 2.99%; neutral: 88.06%; positive: 5.97%; very positive: 1.49%,very negative: 1.49%; negative: 1.49%; neutral: 97.01%; positive: 0.0%; very positive: 0.0%,very negative: 1.49%; negative: 1.49%; neutral: 95.52%; positive: 0.0%; very positive: 1.49%,very negative: 1.49%; negative: 2.99%; neutral: 94.03%; positive: 1.49%; very positive: 0.0%,very negative: 10.45%; negative: 4.48%; neutral: 61.19%; positive: 20.9%; very positive: 2.99%
Jaffna Fort,unknown,0.0,very negative: 0.0%; negative: 0.39%; neutral: 98.05%; positive: 1.17%; very positive: 0.39%,very negative: 0.0%; negative: 0.78%; neutral: 98.44%; positive: 0.39%; very positive: 0.39%,very negative: 0.0%; negative: 0.39%; neutral: 99.61%; positive: 0.0%; very positive: 0.0%,very negative: 0.78%; negative: 3.12%; neutral: 84.77%; positive: 7.42%; very positive: 3.91%,very negative: 0.0%; negative: 0.39%; neutral: 98.44%; positive: 0.78%; very positive: 0.39%,very negative: 1.17%; negative: 3.52%; neutral: 87.89%; positive: 7.03%; very positive: 0.39%,very negative: 0.39%; negative: 1.17%; neutral: 97.66%; positive: 0.39%; very positive: 0.39%,very negative: 6.25%; negative: 4.69%; neutral: 63.28%; positive: 19.92%; very positive: 5.86%
Jaya Sri Maha Bodhi,couple,0.0,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 11.11%; negative: 0.0%; neutral: 88.89%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 11.11%; negative: 0.0%; neutral: 88.89%; positive: 0.0%; very positive: 0.0%,very negative: 11.11%; negative: 0.0%; neutral: 88.89%; positive: 0.0%; very positive: 0.0%,very negative: 33.33%; negative: 0.0%; neutral: 66.67%; positive: 0.0%; very positive: 0.0%
Jaya Sri Maha Bodhi,family,0.0,very negative: 0.0%; negative: 0.0%; neutral: 96.55%; positive: 3.45%; very positive: 0.0%,very negative: 0.0%; negative: 3.45%; neutral: 93.1%; positive: 3.45%; very positive: 0.0%,very negative: 3.45%; negative: 0.0%; neutral: 96.55%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 6.9%; negative: 3.45%; neutral: 68.97%; positive: 20.69%; very positive: 0.0%
Jaya Sri Maha Bodhi,group,0.0,very negative: 0.0%; negative: 0.0%; neutral: 88.89%; positive: 9.88%; very positive: 1.23%,very negative: 1.23%; negative: 0.0%; neutral: 95.06%; positive: 3.7%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 1.23%; negative: 1.23%; neutral: 97.53%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 98.77%; positive: 0.0%; very positive: 1.23%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 3.7%; negative: 2.47%; neutral: 90.12%; positive: 3.7%; very positive: 0.0%,very negative: 2.47%; negative: 4.94%; neutral: 75.31%; positive: 12.35%; very positive: 4.94%
Jaya Sri Maha Bodhi,solo,0.0,very negative: 0.0%; negative: 1.01%; neutral: 92.93%; positive: 5.05%; very positive: 1.01%,very negative: 0.0%; negative: 0.0%; neutral: 97.98%; positive: 1.01%; very positive: 1.01%,very negative: 1.01%; negative: 0.0%; neutral: 98.99%; positive: 0.0%; very positive: 0.0%,very negative: 1.01%; negative: 0.0%; neutral: 95.96%; positive: 3.03%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 100.0%; positive: 0.0%; very positive: 0.0%,very negative: 0.0%; negative: 0.0%; neutral: 96.97%; positive: 3.03%; very positive: 0.0%,very negative: 1.01%; negative: 0.0%; neutral: 96.97%; positive: 2.02%; very positive: 0.0%,very negative: 4.04%; negative: 3.03%; neutral: 69.7%; positive: 21.21%; very positive: 2.02%
